Timestamp,Features
2022/10/31 8:50:40 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 8:50:40 pm GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
2022/10/31 9:14:25 pm GMT+5:30,High School (till 12 th grade) 
2022/10/31 9:14:25 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 9:14:25 pm GMT+5:30,Lack of Attention 
2022/10/31 9:14:25 pm GMT+5:30,Not having proper environment 
2022/10/31 9:14:25 pm GMT+5:30,4 
2022/10/31 9:14:25 pm GMT+5:30,Hybrid classes should be a regular provision to incorporate digital literacy 
2022/10/31 9:14:25 pm GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
2022/10/31 10:17:48 pm GMT+5:30,Primary or Middle School (till 5th grade) 
2022/10/31 10:17:48 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 10:17:48 pm GMT+5:30,Lack of Attention 
2022/10/31 10:17:48 pm GMT+5:30,Communication gap with peers 
2022/10/31 10:17:48 pm GMT+5:30,5 
2022/10/31 10:17:48 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 10:17:48 pm GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/10/31 10:41:33 pm GMT+5:30,High School (till 12 th grade) 
2022/10/31 10:41:33 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 10:41:33 pm GMT+5:30,Communication gap with peers 
2022/10/31 10:41:33 pm GMT+5:30,Teachers were not available to discuss doubts 
2022/10/31 10:41:33 pm GMT+5:30,5 
2022/10/31 10:41:33 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 10:41:33 pm GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/10/31 10:59:01 pm GMT+5:30,Primary or Middle School (till 5th grade) 
2022/10/31 10:59:01 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 10:59:01 pm GMT+5:30,Lack of Attention 
2022/10/31 10:59:01 pm GMT+5:30,Communication gap with peers 
2022/10/31 10:59:01 pm GMT+5:30,Not having proper environment 
2022/10/31 10:59:01 pm GMT+5:30,1 
2022/10/31 10:59:01 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 10:59:01 pm GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/10/31 11:18:12 pm GMT+5:30,Primary or Middle School (till 5th grade) 
2022/10/31 11:18:12 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 11:18:12 pm GMT+5:30,Not having proper environment 
2022/10/31 11:18:12 pm GMT+5:30,5 
2022/10/31 11:18:12 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 11:18:12 pm GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/10/31 11:35:10 pm GMT+5:30,Primary or Middle School (till 5th grade) 
2022/10/31 11:35:10 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 11:35:10 pm GMT+5:30,Communication gap with peers 
2022/10/31 11:35:10 pm GMT+5:30,Not having proper environment 
2022/10/31 11:35:10 pm GMT+5:30,3 
2022/10/31 11:35:10 pm GMT+5:30,Hybrid classes should be a regular provision to incorporate digital literacy 
2022/10/31 11:35:10 pm GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
2022/10/31 11:36:10 pm GMT+5:30,High School (till 12 th grade) 
2022/10/31 11:36:10 pm GMT+5:30,"No ,we adjusted easily "
2022/10/31 11:36:10 pm GMT+5:30,Not having proper environment 
2022/10/31 11:36:10 pm GMT+5:30,4 
2022/10/31 11:36:10 pm GMT+5:30,Hybrid classes should be a regular provision to incorporate digital literacy 
2022/10/31 11:36:10 pm GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
2022/10/31 11:38:11 pm GMT+5:30,Primary or Middle School (till 5th grade) 
2022/10/31 11:38:11 pm GMT+5:30,"Yes ,it had a considerable impact "
2022/10/31 11:38:11 pm GMT+5:30,Lack of Attention 
2022/10/31 11:38:11 pm GMT+5:30,Communication gap with peers 
2022/10/31 11:38:11 pm GMT+5:30,Not having proper environment 
2022/10/31 11:38:11 pm GMT+5:30,5 
2022/10/31 11:38:11 pm GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/10/31 11:38:11 pm GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/11/01 7:17:06 am GMT+5:30,Primary or Middle School (till 5th grade) 
2022/11/01 7:17:06 am GMT+5:30,"No ,we adjusted easily "
2022/11/01 7:17:06 am GMT+5:30,Lack of Attention 
2022/11/01 7:17:06 am GMT+5:30,Communication gap with peers 
2022/11/01 7:17:06 am GMT+5:30,Not having proper environment 
2022/11/01 7:17:06 am GMT+5:30,5 
2022/11/01 7:17:06 am GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/11/01 7:17:06 am GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/11/01 7:19:56 am GMT+5:30,Primary or Middle School (till 5th grade) 
2022/11/01 7:19:56 am GMT+5:30,"Yes ,it had a considerable impact "
2022/11/01 7:19:56 am GMT+5:30,Lack of Attention 
2022/11/01 7:19:56 am GMT+5:30,Communication gap with peers 
2022/11/01 7:19:56 am GMT+5:30,Not having proper environment 
2022/11/01 7:19:56 am GMT+5:30,2 
2022/11/01 7:19:56 am GMT+5:30,Hybrid classes should be conducted only during emergencies 
2022/11/01 7:19:56 am GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/11/01 7:49:35 am GMT+5:30,Primary or Middle School (till 5th grade) 
2022/11/01 7:49:35 am GMT+5:30,"Yes ,it had a considerable impact "
2022/11/01 7:49:35 am GMT+5:30,Lack of Attention 
2022/11/01 7:49:35 am GMT+5:30,Communication gap with peers 
2022/11/01 7:49:35 am GMT+5:30,Not having proper environment 
2022/11/01 7:49:35 am GMT+5:30,5 
2022/11/01 7:49:35 am GMT+5:30,Hybrid classes should be conducted occasionally to supplement regular teaching 
2022/11/01 7:49:35 am GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/11/01 9:08:53 am GMT+5:30,Primary or Middle School (till 5th grade) 
2022/11/01 9:08:53 am GMT+5:30,"No ,we adjusted easily "
2022/11/01 9:08:53 am GMT+5:30,Lack of Attention 
2022/11/01 9:08:53 am GMT+5:30,Not having proper environment 
2022/11/01 9:08:53 am GMT+5:30,5 
2022/11/01 9:08:53 am GMT+5:30,Hybrid classes should be conducted occasionally to supplement regular teaching 
2022/11/01 9:08:53 am GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
2022/11/01 10:49:17 am GMT+5:30,High School (till 12 th grade) 
2022/11/01 10:49:17 am GMT+5:30,"No ,we adjusted easily "
2022/11/01 10:49:17 am GMT+5:30,Lack of Attention 
2022/11/01 10:49:17 am GMT+5:30,Communication gap with peers 
2022/11/01 10:49:17 am GMT+5:30,Not having proper environment 
2022/11/01 10:49:17 am GMT+5:30,3 
2022/11/01 10:49:17 am GMT+5:30,Hybrid classes should be conducted occasionally to supplement regular teaching 
2022/11/01 10:49:17 am GMT+5:30,"Offline learning ( Without any of video conferencing , recorded lectures, and online exams )"
2022/12/12 10:17:09 am GMT+5:30,Primary or Middle School (till 5th grade) 
2022/12/12 10:17:09 am GMT+5:30,"No ,we adjusted easily "
2022/12/12 10:17:09 am GMT+5:30,Lack of Attention 
2022/12/12 10:17:09 am GMT+5:30,Not having proper environment 
2022/12/12 10:17:09 am GMT+5:30,4 
2022/12/12 10:17:09 am GMT+5:30,Hybrid classes should be a regular provision to incorporate digital literacy 
2022/12/12 10:17:09 am GMT+5:30,"Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)"
