index,antecedents,consequents,support,confidence,lift
3081,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Laptop/ Tablet'})",0.10256410256410256,0.6666666666666666,1.7931034482758619
2720,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Regularly or most often'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Laptop/ Tablet'})",0.15384615384615385,0.6666666666666666,1.5294117647058822
4333,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Regularly or most often'})",0.10256410256410256,0.6666666666666666,2.1666666666666665
2128,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_Regularly or most often'}),0.15384615384615385,0.6666666666666666,1.368421052631579
3260,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_4'}),0.10256410256410256,0.6666666666666666,1.3
4304,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Laptop/ Tablet'})",frozenset({'Features_More study resources helped prepare for exams better'}),0.10256410256410256,0.6666666666666666,1.9259259259259258
1548,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Recorded lectures made daily schedule flexible', 'Features_Laptop/ Tablet'})",frozenset({'Features_4'}),0.10256410256410256,0.6666666666666666,1.3
3798,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_College or University', 'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_Laptop/ Tablet'}),0.10256410256410256,0.6666666666666666,1.0612244897959184
3776,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_College or University', 'Features_Regularly or most often'})",0.10256410256410256,0.6666666666666666,1.7333333333333332
3231,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Laptop/ Tablet'})",0.10256410256410256,0.6666666666666666,1.5294117647058822
3229,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_4'})",frozenset({'Features_More study resources helped prepare for exams better'}),0.10256410256410256,0.6666666666666666,1.9259259259259258
4251,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Power cuts'})","frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.10256410256410256,0.6666666666666666,1.4444444444444442
1904,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Recorded lectures made daily schedule flexible'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.10256410256410256,0.6666666666666666,1.2380952380952381
3235,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_4'})","frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.10256410256410256,0.6666666666666666,2.3636363636363633
3742,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability'})",0.10256410256410256,0.6666666666666666,1.4444444444444442
2779,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Recorded lectures made daily schedule flexible', 'Features_Laptop/ Tablet'})",frozenset({'Features_Internet unavailability'}),0.10256410256410256,0.6666666666666666,1.0833333333333333
3238,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4'})",0.10256410256410256,0.6666666666666666,1.5757575757575757
3041,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_College or University', 'Features_Regularly or most often'})",0.10256410256410256,0.6666666666666666,1.7333333333333332
1956,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Recorded lectures made daily schedule flexible'})","frozenset({'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.15384615384615385,0.6666666666666666,1.1063829787234043
3864,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Recorded lectures made daily schedule flexible', 'Features_College or University'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",0.10256410256410256,0.6666666666666666,1.6774193548387097
3652,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.10256410256410256,0.6666666666666666,1.2380952380952381
2463,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})",frozenset({'Features_Internet unavailability'}),0.10256410256410256,0.6666666666666666,1.0833333333333333
1982,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Internet unavailability'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University'})",0.10256410256410256,0.6666666666666666,1.2093023255813953
4260,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Internet unavailability', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.10256410256410256,0.6666666666666666,1.857142857142857
3968,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University', 'Features_Laptop/ Tablet', 'Features_Power cuts'})",frozenset({'Features_Internet unavailability'}),0.10256410256410256,0.6666666666666666,1.0833333333333333
1160,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_4'}),0.15384615384615385,0.6666666666666666,1.3
3599,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Recorded lectures made daily schedule flexible', 'Features_College or University'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.10256410256410256,0.6666666666666666,1.4054054054054055
4276,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.10256410256410256,0.6666666666666666,2.0799999999999996
1165,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_4'})","frozenset({'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.15384615384615385,0.6666666666666666,1.1063829787234043
2426,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Regularly or most often'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.15384615384615385,0.6666666666666666,1.4054054054054055
3259,"frozenset({'Features_Regularly or most often', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})",frozenset({'Features_More study resources helped prepare for exams better'}),0.10256410256410256,0.6666666666666666,1.9259259259259258
1812,"frozenset({'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.20512820512820512,0.6666666666666666,1.2380952380952381
4257,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability'})",0.10256410256410256,0.6666666666666666,1.4444444444444442
2181,"frozenset({'Features_Mobile phone', 'Features_Regularly or most often'})","frozenset({'Features_College or University', 'Features_Internet unavailability'})",0.10256410256410256,0.6666666666666666,1.3333333333333333
469,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_Internet unavailability'}),0.3076923076923077,0.6666666666666666,1.0833333333333333
101,frozenset({'Features_Power cuts'}),frozenset({'Features_Internet unavailability'}),0.28205128205128205,0.6666666666666666,1.0833333333333333
245,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_4'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.15384615384615385,0.6666666666666666,1.2380952380952381
111,frozenset({'Features_Power cuts'}),frozenset({'Features_Laptop/ Tablet'}),0.28205128205128205,0.6666666666666666,1.0612244897959184
723,"frozenset({'Features_Mobile phone', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.10256410256410256,0.6666666666666666,1.2380952380952381
337,"frozenset({'Features_Mobile phone', 'Features_Regularly or most often'})",frozenset({'Features_4'}),0.10256410256410256,0.6666666666666666,1.3
292,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Power cuts'})",frozenset({'Features_4'}),0.20512820512820512,0.6666666666666666,1.3
1202,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Laptop/ Tablet'})",frozenset({'Features_4'}),0.1282051282051282,0.6666666666666665,1.2999999999999998
1876,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Laptop/ Tablet'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.6666666666666665,1.238095238095238
997,"frozenset({'Features_College or University', 'Features_Laptop/ Tablet', 'Features_Attended but not very regular'})",frozenset({'Features_4'}),0.1282051282051282,0.6666666666666665,1.2999999999999998
1930,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_Laptop/ Tablet'}),0.1282051282051282,0.6666666666666665,1.0612244897959182
493,"frozenset({'Features_College or University', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.2564102564102564,0.6666666666666665,1.238095238095238
1057,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Laptop/ Tablet', 'Features_Attended but not very regular'})",frozenset({'Features_4'}),0.1282051282051282,0.6666666666666665,1.2999999999999998
1080,"frozenset({'Features_College or University', 'Features_Internet unavailability', 'Features_4'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.6666666666666665,1.238095238095238
412,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Attended but not very regular'})",frozenset({'Features_Internet unavailability'}),0.1282051282051282,0.6666666666666665,1.083333333333333
157,frozenset({'Features_3'}),"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.1282051282051282,0.6666666666666665,1.238095238095238
2199,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.1282051282051282,0.6666666666666665,1.083333333333333
2255,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Regularly or most often'})",frozenset({'Features_Laptop/ Tablet'}),0.1282051282051282,0.6666666666666665,1.0612244897959182
1308,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability', 'Features_4'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.6666666666666665,1.238095238095238
133,frozenset({'Features_3'}),"frozenset({'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.1282051282051282,0.6666666666666665,1.106382978723404
2976,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_4'}),0.1282051282051282,0.6666666666666665,1.2999999999999998
1477,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_4'}),0.1282051282051282,0.6666666666666665,1.2999999999999998
667,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.2564102564102564,0.6666666666666665,1.238095238095238
448,"frozenset({'Features_Power cuts', 'Features_Attended but not very regular'})",frozenset({'Features_Laptop/ Tablet'}),0.1282051282051282,0.6666666666666665,1.0612244897959182
2483,"frozenset({'Features_Internet unavailability', 'Features_Laptop/ Tablet', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.6666666666666665,1.238095238095238
2484,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.1282051282051282,0.6666666666666665,1.083333333333333
4119,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.6666666666666665,1.238095238095238
2254,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Laptop/ Tablet'})",frozenset({'Features_Regularly or most often'}),0.1282051282051282,0.6666666666666665,1.3684210526315788
579,"frozenset({'Features_College or University', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.2564102564102564,0.6666666666666665,1.083333333333333
3529,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.1282051282051282,0.6666666666666665,1.4054054054054053
3516,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_Laptop/ Tablet'}),0.1282051282051282,0.6666666666666665,1.0612244897959182
68,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.47435897435897434,0.6607142857142857,1.2270408163265307
115,frozenset({'Features_Regularly or most often'}),frozenset({'Features_Laptop/ Tablet'}),0.32051282051282054,0.6578947368421053,1.0472610096670247
1753,"frozenset({'Features_College or University', 'Features_Laptop/ Tablet', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.24358974358974358,0.6551724137931034,1.2167487684729064
1146,"frozenset({'Features_College or University', 'Features_Laptop/ Tablet', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_4'}),0.24358974358974358,0.6551724137931034,1.2775862068965518
2339,"frozenset({'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.24358974358974358,0.6551724137931034,1.2167487684729064
927,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Power cuts'})",frozenset({'Features_Laptop/ Tablet'}),0.21794871794871795,0.6538461538461539,1.0408163265306123
932,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Regularly or most often'})",frozenset({'Features_Laptop/ Tablet'}),0.21794871794871795,0.6538461538461539,1.0408163265306123
703,"frozenset({'Features_Internet unavailability', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.21794871794871795,0.6538461538461539,1.2142857142857144
571,"frozenset({'Features_College or University', 'Features_Power cuts'})",frozenset({'Features_Internet unavailability'}),0.21794871794871795,0.6538461538461539,1.0625
591,"frozenset({'Features_College or University', 'Features_Power cuts'})",frozenset({'Features_Laptop/ Tablet'}),0.21794871794871795,0.6538461538461539,1.0408163265306123
3485,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",0.19230769230769232,0.6521739130434783,1.6409537166900423
714,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})",frozenset({'Features_Regularly or most often'}),0.19230769230769232,0.6521739130434783,1.3386727688787186
2300,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",0.19230769230769232,0.6521739130434783,1.6409537166900423
575,"frozenset({'Features_College or University', 'Features_Recorded lectures made daily schedule flexible'})",frozenset({'Features_Internet unavailability'}),0.358974358974359,0.6511627906976744,1.0581395348837208
1917,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_More study resources helped prepare for exams better'}),0.16666666666666666,0.65,1.877777777777778
1890,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})",frozenset({'Features_Regularly or most often'}),0.16666666666666666,0.65,1.3342105263157895
1866,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.16666666666666666,0.65,1.05625
1405,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_4'})",0.16666666666666666,0.65,1.5363636363636364
3392,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Internet unavailability'})",frozenset({'Features_Laptop/ Tablet'}),0.16666666666666666,0.65,1.0346938775510204
1865,"frozenset({'Features_College or University', 'Features_Internet unavailability', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.16666666666666666,0.65,1.2071428571428573
914,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Laptop/ Tablet'})",frozenset({'Features_Regularly or most often'}),0.16666666666666666,0.65,1.3342105263157895
1891,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_Laptop/ Tablet'}),0.16666666666666666,0.65,1.0346938775510204
21,frozenset({'Features_4'}),frozenset({'Features_Laptop/ Tablet'}),0.3333333333333333,0.65,1.0346938775510204
2348,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.16666666666666666,0.65,1.05625
3404,"frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",0.16666666666666666,0.65,1.6354838709677422
164,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Attended but not very regular'})",frozenset({'Features_4'}),0.16666666666666666,0.65,1.2675
2737,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_Laptop/ Tablet'}),0.16666666666666666,0.65,1.0346938775510204
1590,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Attended but not very regular'})","frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.16666666666666666,0.65,1.4083333333333332
2070,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Laptop/ Tablet'})","frozenset({'Features_College or University', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.16666666666666666,0.65,1.0787234042553193
637,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_Internet unavailability'}),0.3076923076923077,0.6486486486486487,1.054054054054054
1092,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_4'}),0.14102564102564102,0.6470588235294118,1.2617647058823531
4011,"frozenset({'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.14102564102564102,0.6470588235294118,1.2016806722689077
1214,"frozenset({'Features_College or University', 'Features_Laptop/ Tablet', 'Features_Power cuts'})",frozenset({'Features_4'}),0.14102564102564102,0.6470588235294118,1.2617647058823531
4012,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability', 'Features_Laptop/ Tablet'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.14102564102564102,0.6470588235294118,1.8025210084033614
2005,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Laptop/ Tablet'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University'})",0.14102564102564102,0.6470588235294118,1.173734610123119
2361,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Laptop/ Tablet'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.14102564102564102,0.6470588235294118,1.2016806722689077
264,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Laptop/ Tablet'})",frozenset({'Features_4'}),0.14102564102564102,0.6470588235294118,1.2617647058823531
1833,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",frozenset({'Features_Internet unavailability'}),0.14102564102564102,0.6470588235294118,1.0514705882352942
762,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Laptop/ Tablet'})",frozenset({'Features_Power cuts'}),0.14102564102564102,0.6470588235294118,1.5294117647058825
3626,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",0.14102564102564102,0.6470588235294118,1.6823529411764706
3829,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability', 'Features_Laptop/ Tablet'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University'})",0.14102564102564102,0.6470588235294118,1.173734610123119
2610,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability', 'Features_Laptop/ Tablet'})",frozenset({'Features_Regularly or most often'}),0.14102564102564102,0.6470588235294118,1.328173374613003
2791,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Laptop/ Tablet', 'Features_Power cuts'})",frozenset({'Features_Internet unavailability'}),0.14102564102564102,0.6470588235294118,1.0514705882352942
1746,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})","frozenset({'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.2564102564102564,0.6451612903225806,1.3978494623655913
3434,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Internet unavailability'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})",0.11538461538461539,0.6428571428571429,1.3552123552123554
1132,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_College or University', 'Features_Laptop/ Tablet'})",frozenset({'Features_4'}),0.11538461538461539,0.6428571428571429,1.2535714285714288
2592,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Laptop/ Tablet'})",0.11538461538461539,0.6428571428571429,1.3928571428571428
2634,"frozenset({'Features_Mobile phone', 'Features_Recorded lectures made daily schedule flexible'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",0.11538461538461539,0.6428571428571429,1.6175115207373274
1343,"frozenset({'Features_Regularly or most often', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})",frozenset({'Features_More study resources helped prepare for exams better'}),0.11538461538461539,0.6428571428571429,1.8571428571428574
